contact_id,session_id,topic_name,business_unit,application_channel,language,num_turns,contained,escalated_to_agent,csat_score,queue_name,session_duration_seconds,confidence_score,derived_resolution_score,session_start
CONT-0839A32B,SESS-F49A267A,Order Status,Healthcare,Mobile App,en,19,1,0,,,794,0.609,0.7263,2026-03-12T13:06:28
CONT-451DFA78,SESS-68937772,Account Management,Healthcare,Kiosk,en,19,0,1,3.6,Tier1-Support,632,0.4809,0.4084,2026-03-25T12:05:23
CONT-6B272F5A,SESS-25487BF2,Product Support,Financial Services,Partner API,en,19,1,0,,,2532,0.4989,0.6492,2026-03-22T13:47:01
CONT-E876E2E3,SESS-CD6777F7,Loyalty Program,Retail,Partner API,zh,2,1,0,,,63,0.6115,0.728,2026-03-29T07:20:13
CONT-DDE2193A,SESS-FDD580A2,Subscription Management,Financial Services,Web,ja,7,1,0,2.7,,538,0.5105,0.6662,2026-03-28T05:20:13
CONT-66C53610,SESS-D42EFB26,General Inquiry,Healthcare,Web,de,2,1,0,2.3,,162,1.0,0.838,2026-03-19T14:09:50
CONT-B362DB2C,SESS-21E77E45,Password Reset,Travel,Mobile App,fr,18,1,0,3.2,,510,0.4666,0.6786,2026-03-20T14:13:51
CONT-7D8B418F,SESS-74B30FED,General Inquiry,Retail,Kiosk,en,4,1,0,,,110,0.3775,0.5642,2026-03-18T05:23:40
CONT-0A7764D4,SESS-2A082AAC,Billing Inquiry,Healthcare,Mobile App,es,13,0,0,2.7,,891,0.7236,0.4514,2026-04-05T11:59:28
CONT-822A031B,SESS-AFA5DEDA,Returns & Refunds,Healthcare,Partner API,es,8,0,1,,Tech-Escalation,397,1.0,0.7,2026-03-07T10:28:04
CONT-FB242B56,SESS-7368E233,Returns & Refunds,Retail,Partner API,ja,14,1,0,1.5,,621,1.0,0.79,2026-03-20T23:52:31
CONT-71D1F155,SESS-B73C3B66,Subscription Management,Technology,IVR,es,14,1,0,,,889,0.6586,0.761,2026-03-20T12:15:15
CONT-5B9BBA9E,SESS-230745A3,Account Management,Travel,Mobile App,en,12,1,0,,,252,0.311,0.5177,2026-03-15T05:15:46
CONT-F260B65B,SESS-7F360333,Subscription Management,Healthcare,IVR,de,15,1,0,2.4,,926,0.6402,0.7001,2026-03-08T15:44:59
CONT-D72CB971,SESS-D4CD4170,Technical Troubleshooting,Technology,Web,en,10,1,0,,,249,0.4362,0.6053,2026-03-29T15:23:13
CONT-8DFD980A,SESS-2515F097,Order Status,Technology,Mobile App,fr,8,0,0,,,198,0.6696,0.4687,2026-03-25T21:39:39
CONT-ECE3A7FB,SESS-A9DE0CDD,Order Status,Technology,IVR,en,8,1,0,,,708,0.6845,0.7792,2026-03-22T02:03:11
CONT-2A78F4DA,SESS-A98CA47E,Account Management,Technology,Kiosk,en,20,1,0,4.7,,1091,0.8018,0.9027,2026-03-31T21:56:29
CONT-484AEC82,SESS-67480F6A,Product Support,Retail,Web,en,12,0,0,,,1117,0.5522,0.3865,2026-03-16T08:20:07
CONT-0413F714,SESS-8AC14F48,Password Reset,Healthcare,Mobile App,es,17,0,1,,Billing-Ops,2456,0.3718,0.2603,2026-03-11T21:36:03
CONT-BAA0FB15,SESS-5FEF0D76,Subscription Management,Retail,Partner API,en,10,1,0,2.5,,1551,0.7666,0.7566,2026-03-14T00:18:10
CONT-338E0FBA,SESS-E6A62250,Returns & Refunds,Healthcare,Mobile App,en,3,0,1,,Tier1-Support,202,0.4073,0.2851,2026-03-25T06:25:37
CONT-07DBA960,SESS-3653DE70,Account Management,Retail,Partner API,en,13,1,0,,,405,0.6531,0.7572,2026-03-20T02:10:51
CONT-277861AA,SESS-3AFFEA17,General Inquiry,Financial Services,IVR,en,7,0,0,4.1,,552,0.1868,0.3207,2026-03-25T05:49:56
CONT-7231B341,SESS-AC4905FA,Returns & Refunds,Technology,Mobile App,en,2,0,1,,Billing-Ops,94,0.6811,0.4768,2026-03-27T21:16:57
CONT-841D5B36,SESS-7191549D,Billing Inquiry,Healthcare,Partner API,en,11,0,1,,Tech-Escalation,2311,0.4727,0.3309,2026-03-31T17:03:30
CONT-082274BB,SESS-59143FF2,Billing Inquiry,Retail,Web,en,20,0,1,2.3,Tier1-Support,222,0.5046,0.3398,2026-03-13T00:05:12
CONT-98BF530D,SESS-4AA5FE1B,Order Status,Travel,Partner API,en,11,1,0,,,522,0.8953,0.9267,2026-03-17T04:25:12
CONT-FF7B562A,SESS-2DD1B1F3,Loyalty Program,Healthcare,Web,en,5,1,0,1.1,,121,0.9489,0.7456,2026-04-02T05:10:32
CONT-2D869CCB,SESS-5B70898B,Product Support,Travel,IVR,en,7,1,0,1.5,,394,0.493,0.5872,2026-04-01T13:38:12
CONT-3BB599A4,SESS-5B16687B,Account Management,Financial Services,Mobile App,fr,14,1,0,1.6,,925,0.5941,0.6336,2026-03-29T23:05:44
CONT-CFEE5874,SESS-3FB58C60,General Inquiry,Financial Services,Mobile App,fr,12,0,1,,Billing-Ops,323,0.5563,0.3894,2026-03-08T08:46:28
CONT-5A0F85D7,SESS-2DCF5C6A,Account Management,Financial Services,Mobile App,en,20,0,0,,,934,0.7395,0.5177,2026-03-12T18:37:41
CONT-690015D4,SESS-A0BAC6B5,Subscription Management,Healthcare,Mobile App,pt,12,1,0,3.0,,274,0.4867,0.6747,2026-03-31T10:04:37
CONT-4E25393A,SESS-2F0E77CA,Subscription Management,Travel,Web,en,2,0,1,,General-Service,21,0.3654,0.2558,2026-03-20T18:54:35
CONT-E93E8CD2,SESS-58C5A529,Returns & Refunds,Retail,IVR,en,10,1,0,,,1141,0.9198,0.9439,2026-03-16T01:39:48
CONT-F6BEB128,SESS-3878B0DE,Billing Inquiry,Retail,Web,es,8,1,0,,,473,0.8771,0.914,2026-03-24T20:34:43
CONT-22BC9414,SESS-A7E65EAD,Technical Troubleshooting,Travel,Kiosk,en,5,0,0,,,308,0.4205,0.2944,2026-03-18T17:43:50
CONT-461C5353,SESS-3316E286,Order Status,Technology,Mobile App,ja,14,0,0,,,1179,0.3125,0.2188,2026-03-23T04:48:05
CONT-F839BE71,SESS-3CB26C84,Technical Troubleshooting,Healthcare,Kiosk,en,5,1,0,4.5,,183,0.5189,0.7776,2026-04-04T22:31:23
CONT-78DB7FA5,SESS-8A48682F,Loyalty Program,Technology,Kiosk,en,12,1,0,,,580,1.0,1.0,2026-03-12T17:32:23
CONT-99E6E5DC,SESS-A5D4EA5F,Billing Inquiry,Financial Services,IVR,en,16,0,1,,General-Service,323,0.5371,0.376,2026-03-09T10:31:45
CONT-AEA02CB7,SESS-50B5C71B,Account Management,Technology,Partner API,en,8,0,1,2.9,Tech-Escalation,469,0.6004,0.4142,2026-03-14T16:55:05
CONT-0AFA2582,SESS-99FF68A4,Billing Inquiry,Travel,Kiosk,pt,19,0,1,3.4,Tech-Escalation,966,0.387,0.3588,2026-03-24T00:13:29
CONT-AB9A5CB3,SESS-5E724163,Account Management,Healthcare,IVR,en,13,1,0,,,329,0.4335,0.6034,2026-03-27T14:14:14
CONT-509C4B0E,SESS-8A0378C5,Loyalty Program,Retail,Web,es,3,0,1,,Tech-Escalation,323,0.3872,0.271,2026-03-31T23:14:52
CONT-BA69E9D7,SESS-99E97C90,Technical Troubleshooting,Financial Services,Web,en,5,1,0,,,163,0.7146,0.8002,2026-03-23T12:32:35
CONT-008862EE,SESS-46184BA5,Subscription Management,Technology,Kiosk,fr,4,1,0,,,342,0.3997,0.5798,2026-03-20T18:02:39
CONT-7383FAA8,SESS-A947BB54,Order Status,Retail,Partner API,fr,18,0,1,,Tier1-Support,778,0.7343,0.514,2026-03-19T06:31:32
CONT-2B6461C3,SESS-E7181CAF,Technical Troubleshooting,Travel,Partner API,es,11,1,0,,,369,0.3101,0.5171,2026-03-09T02:44:51
CONT-562723F4,SESS-C93A71CC,General Inquiry,Retail,Kiosk,en,13,1,0,,,972,0.6587,0.7611,2026-03-30T14:52:57
CONT-DEA94B15,SESS-0BF72C6F,Loyalty Program,Technology,Kiosk,en,4,0,1,,General-Service,159,0.7404,0.5183,2026-03-19T05:19:54
CONT-6E5906CE,SESS-71D6F17F,Subscription Management,Technology,Mobile App,en,2,0,0,3.0,,120,0.9649,0.566,2026-04-03T09:00:56
CONT-3FE5B48A,SESS-70AE62F1,Product Support,Travel,Kiosk,en,12,1,0,2.9,,294,0.7797,0.7859,2026-03-17T05:21:14
CONT-21CB85AF,SESS-EB9BD0CA,General Inquiry,Financial Services,Partner API,fr,15,0,0,,,327,0.7656,0.5359,2026-03-23T19:02:13
CONT-10B8D515,SESS-4EA1D380,Returns & Refunds,Technology,Web,en,1,0,1,4.8,Tier1-Support,27,0.72,0.576,2026-03-09T00:03:19
CONT-568FCD31,SESS-E60D4B2B,Billing Inquiry,Technology,Partner API,en,11,0,0,4.8,,152,0.7008,0.5683,2026-03-21T04:21:18
CONT-9A89E4BE,SESS-CB040805,Loyalty Program,Retail,Web,en,10,1,0,,,1409,0.5753,0.7027,2026-03-11T03:12:44
CONT-D3EE0FF3,SESS-796EB374,General Inquiry,Financial Services,Mobile App,en,5,1,0,,,230,0.9013,0.9309,2026-03-07T09:09:16
CONT-E74C721B,SESS-D10CE1C3,Product Support,Healthcare,Kiosk,de,7,0,0,3.3,,337,0.9155,0.5642,2026-04-02T17:02:46
CONT-A914C51F,SESS-D6DD4787,Returns & Refunds,Financial Services,Kiosk,en,5,1,0,,,569,0.648,0.7536,2026-03-31T12:24:27
CONT-35447F72,SESS-0E25B172,Billing Inquiry,Financial Services,Web,pt,6,0,0,,,437,0.725,0.5075,2026-03-22T13:08:53
CONT-F7316E8B,SESS-ACC9323A,General Inquiry,Healthcare,Mobile App,en,15,0,0,,,578,0.9575,0.6702,2026-03-22T13:40:05
CONT-7FA0CEE2,SESS-0B3815FA,Billing Inquiry,Retail,Kiosk,de,7,1,0,,,139,0.897,0.9279,2026-04-03T12:40:45
CONT-639E001D,SESS-70886C0F,Billing Inquiry,Financial Services,IVR,fr,16,1,0,,,1018,0.8356,0.8849,2026-03-14T08:11:12
CONT-800F8E8E,SESS-5F532960,General Inquiry,Healthcare,Web,en,8,1,0,,,385,0.7126,0.7988,2026-03-08T11:58:52
CONT-A389601C,SESS-D789D509,Password Reset,Travel,Kiosk,en,15,0,1,2.7,Billing-Ops,621,0.8697,0.5099,2026-03-17T02:49:03
CONT-CD867C32,SESS-50763A4E,Password Reset,Technology,IVR,en,14,1,0,,,879,0.6626,0.7638,2026-04-01T08:54:51
CONT-767EA564,SESS-BDE45EF7,Account Management,Technology,IVR,zh,6,0,0,,,162,0.6309,0.4416,2026-04-02T22:13:51
CONT-A747DFC3,SESS-AF67ED4A,Password Reset,Travel,Partner API,de,13,0,0,,,904,0.7319,0.5123,2026-03-13T15:24:39
CONT-24E2A71A,SESS-F59174AF,Returns & Refunds,Financial Services,Web,fr,13,1,0,,,571,0.7608,0.8326,2026-03-08T13:39:08
CONT-2B9E3595,SESS-DE9A5478,Loyalty Program,Retail,Kiosk,fr,1,1,0,,,34,0.7727,0.8409,2026-03-20T19:42:19
CONT-028535F7,SESS-C44FA053,General Inquiry,Technology,Web,en,6,0,1,,Billing-Ops,399,0.5478,0.3835,2026-03-27T08:03:59
CONT-B26F889E,SESS-9A482792,Technical Troubleshooting,Healthcare,Partner API,fr,20,0,1,,Tier1-Support,959,0.6208,0.4346,2026-03-16T14:37:54
CONT-689D98E6,SESS-A33D47CF,Returns & Refunds,Healthcare,Web,pt,16,1,0,,,1302,0.8297,0.8808,2026-03-08T20:57:37
CONT-C01A3745,SESS-6342DA44,Loyalty Program,Financial Services,IVR,en,18,1,0,,,222,0.4387,0.6071,2026-03-31T09:34:18
CONT-0E4A0BD0,SESS-D9644BC9,Loyalty Program,Technology,Mobile App,en,16,0,1,,Tech-Escalation,643,0.7217,0.5052,2026-03-31T02:00:05
CONT-4AB7F20F,SESS-A5FEEF44,Loyalty Program,Travel,Partner API,en,14,1,0,4.7,,616,0.338,0.7172,2026-03-20T16:15:44
CONT-24A2B788,SESS-4BD75DBD,Returns & Refunds,Travel,Web,es,11,1,0,,,340,0.6095,0.7266,2026-03-22T23:24:47
CONT-63F83D66,SESS-CB5BB575,Subscription Management,Financial Services,Mobile App,en,13,1,0,,,315,0.7522,0.8265,2026-03-07T13:03:00
CONT-A68799A2,SESS-E47DFAC4,Password Reset,Healthcare,Mobile App,fr,14,1,0,4.1,,684,1.0,0.946,2026-03-12T10:09:40
CONT-3CA3F240,SESS-4B70594C,Account Management,Technology,IVR,en,3,0,0,,,83,0.897,0.6279,2026-03-14T18:11:59
CONT-4AB7F20F,SESS-E8B06337,Account Management,Financial Services,Mobile App,en,9,1,0,1.4,,953,0.9297,0.7559,2026-03-18T09:57:19
CONT-F54C362D,SESS-A47FB6BD,Technical Troubleshooting,Retail,Partner API,es,19,0,1,,General-Service,478,0.3666,0.2566,2026-03-18T00:43:37
CONT-966B3850,SESS-C7FC44F0,Order Status,Healthcare,Kiosk,fr,20,1,0,,,654,0.9244,0.9471,2026-04-01T01:43:46
CONT-1B99507D,SESS-00C43AAF,Subscription Management,Travel,IVR,de,16,1,0,3.9,,981,0.4704,0.7222,2026-03-15T15:59:12
CONT-4B83C6E3,SESS-5985251D,Subscription Management,Technology,Kiosk,es,12,0,1,,Tier1-Support,679,0.2632,0.1842,2026-03-22T21:23:59
CONT-5CDB1823,SESS-2B1E45C7,Password Reset,Travel,Web,en,4,1,0,4.9,,105,0.6952,0.8721,2026-03-15T19:34:07
CONT-2B20AB61,SESS-B808E4DF,General Inquiry,Retail,IVR,ja,15,0,0,2.8,,1110,0.7721,0.4768,2026-03-09T23:03:03
CONT-9C884F93,SESS-EFDD220C,Order Status,Healthcare,Web,es,4,1,0,,,186,0.919,0.9433,2026-03-22T07:27:35
CONT-2489410B,SESS-156C3D34,Technical Troubleshooting,Technology,Web,en,19,0,1,,Tech-Escalation,467,0.6757,0.473,2026-03-16T13:28:06
CONT-D876734E,SESS-6E3F6B02,Account Management,Travel,Web,en,10,1,0,,,424,0.6749,0.7724,2026-03-09T18:54:33
CONT-B18E9647,SESS-EB7B8216,Password Reset,Retail,IVR,en,9,0,0,,,115,0.6912,0.4838,2026-03-13T21:09:15
CONT-E27650F7,SESS-28EA10B3,General Inquiry,Financial Services,Kiosk,ja,13,0,1,,Tier1-Support,720,0.165,0.1155,2026-03-24T19:04:21
CONT-A6E22DA3,SESS-A6D0EDA0,General Inquiry,Financial Services,Web,es,2,1,0,,,18,0.7278,0.8095,2026-03-16T18:30:50
CONT-586E7E0A,SESS-68A3D9DF,Returns & Refunds,Technology,Kiosk,en,1,1,0,,,40,0.7525,0.8268,2026-04-03T19:56:54
CONT-597060FA,SESS-3B8F9237,Subscription Management,Travel,Kiosk,en,17,0,0,,,837,0.719,0.5033,2026-03-18T18:55:49
CONT-5DBA3F91,SESS-18A99DDF,General Inquiry,Financial Services,Web,es,4,1,0,,,64,0.5082,0.6557,2026-03-29T16:22:54
CONT-EE145C70,SESS-E7C3D1F2,Returns & Refunds,Technology,Partner API,es,11,1,0,4.9,,272,0.44,0.77,2026-03-21T18:59:19
CONT-F3B77C4D,SESS-2D2A2845,Loyalty Program,Technology,Mobile App,en,4,1,0,3.8,,623,0.7175,0.815,2026-03-22T04:10:44
CONT-892CC024,SESS-227732D9,Product Support,Technology,Web,es,11,1,0,,,795,0.8077,0.8654,2026-03-14T08:45:39
CONT-1B34B61F,SESS-4CEBD42C,Order Status,Financial Services,Kiosk,en,20,1,0,,,1921,0.8127,0.8689,2026-03-11T08:10:34
CONT-718DF8AB,SESS-90BD1D10,Product Support,Travel,Partner API,en,11,1,0,1.3,,1001,0.7105,0.6622,2026-03-19T20:39:47
CONT-9189BF80,SESS-260123C2,Technical Troubleshooting,Financial Services,Mobile App,de,18,0,0,,,497,0.6798,0.4759,2026-04-04T20:37:11
CONT-EE8AD9E4,SESS-1F667833,Account Management,Financial Services,Mobile App,fr,9,0,1,,Tech-Escalation,237,0.5595,0.3916,2026-03-07T05:04:26
CONT-752E4B4F,SESS-8C46A112,Billing Inquiry,Retail,Web,en,3,0,1,,General-Service,594,1.0,0.7,2026-03-15T04:55:15
CONT-EE8AD9E4,SESS-4E916B1B,Account Management,Technology,Web,en,14,1,0,,,410,0.9568,0.9698,2026-03-26T07:59:23
CONT-09D8F325,SESS-63D5A53D,Returns & Refunds,Travel,Kiosk,en,11,0,1,,Tier1-Support,1869,0.5274,0.3692,2026-03-07T09:38:41
CONT-46522EB6,SESS-D2E65713,Order Status,Retail,Kiosk,en,8,1,0,3.6,,947,0.7271,0.8068,2026-03-29T23:58:46
CONT-5C3701EE,SESS-8FFF2250,Product Support,Retail,Mobile App,pt,15,0,1,,General-Service,767,0.6667,0.4667,2026-04-01T19:41:34
CONT-51AF57D3,SESS-7F40517E,General Inquiry,Retail,Mobile App,en,7,0,1,,Billing-Ops,394,0.5193,0.3635,2026-03-15T21:09:39
CONT-AB94D08D,SESS-636E87CA,General Inquiry,Travel,IVR,en,12,1,0,4.2,,679,0.3578,0.6951,2026-03-10T08:34:13
CONT-D6CA72FE,SESS-A2A1B119,Billing Inquiry,Retail,Partner API,en,15,1,0,1.2,,1275,0.2977,0.4911,2026-04-05T13:41:41
CONT-639A5658,SESS-C3E8EE1D,Loyalty Program,Retail,Partner API,es,20,1,0,,,613,0.7,0.79,2026-03-11T07:36:59
CONT-DC456AF4,SESS-886FE78A,Password Reset,Financial Services,Web,es,6,1,0,,,396,0.5122,0.6585,2026-04-05T12:17:43
CONT-C6CB6442,SESS-CE03E3AC,Order Status,Technology,IVR,en,1,1,0,,,43,0.5941,0.7159,2026-03-13T14:45:36
CONT-473D381E,SESS-B875EB84,Password Reset,Technology,Mobile App,ja,8,0,1,3.7,General-Service,1037,0.5628,0.4471,2026-03-23T16:20:08
CONT-6B46FC7A,SESS-69932645,Password Reset,Financial Services,IVR,en,10,1,0,1.8,,541,0.589,0.6436,2026-04-05T06:13:54
CONT-6AD9741D,SESS-92395D0D,General Inquiry,Technology,IVR,en,3,1,0,4.8,,97,0.7137,0.8735,2026-03-14T09:09:47
CONT-4D7B66B0,SESS-EF5A3976,Account Management,Travel,Web,en,11,0,1,,Tier1-Support,326,0.6017,0.4212,2026-03-30T14:48:42
CONT-752E4B4F,SESS-E11B1FC4,Returns & Refunds,Financial Services,Mobile App,pt,4,1,0,,,446,0.7357,0.815,2026-03-30T13:04:05
CONT-CFF51542,SESS-0DA46ED7,Technical Troubleshooting,Healthcare,Partner API,en,4,0,0,4.5,,154,0.4523,0.4509,2026-03-17T18:56:46
CONT-2D2ABCA4,SESS-52A3B68C,Loyalty Program,Healthcare,Mobile App,zh,9,1,0,1.2,,148,0.7433,0.6693,2026-03-15T07:15:07
CONT-209811C4,SESS-538A586E,Account Management,Retail,Mobile App,pt,1,0,1,,General-Service,34,0.5557,0.389,2026-03-27T01:06:05
CONT-FAA29325,SESS-DF53DEA6,Technical Troubleshooting,Retail,Web,en,14,1,0,,,316,0.8193,0.8735,2026-03-20T15:23:21
CONT-800F8E8E,SESS-CF4C9D38,Returns & Refunds,Retail,Mobile App,zh,1,0,0,2.8,,18,0.8067,0.4907,2026-03-21T09:00:51
CONT-89612CA3,SESS-67B56119,Subscription Management,Retail,Partner API,zh,8,1,0,1.8,,394,0.6536,0.6694,2026-03-30T10:35:46
CONT-7FA0CEE2,SESS-8E984409,Technical Troubleshooting,Financial Services,Kiosk,en,9,1,0,5.0,,402,0.683,0.8732,2026-03-22T02:40:30
CONT-88A80658,SESS-ECE984EE,Password Reset,Travel,Mobile App,en,12,1,0,,,448,0.5451,0.6816,2026-03-29T09:28:30
CONT-B1760A43,SESS-863D60D6,Subscription Management,Financial Services,Mobile App,es,19,0,0,,,2562,0.5951,0.4166,2026-03-17T16:29:12
CONT-BB2E59F1,SESS-805A0814,Technical Troubleshooting,Travel,Mobile App,en,14,1,0,,,288,0.6866,0.7806,2026-03-29T08:14:54
CONT-9DD1796F,SESS-E1999D33,Returns & Refunds,Travel,Web,en,7,0,1,,Billing-Ops,1035,0.5347,0.3743,2026-03-20T20:55:42
CONT-250CB731,SESS-2D4D40A6,Billing Inquiry,Financial Services,Partner API,pt,7,1,0,4.5,,218,0.7218,0.8587,2026-03-08T04:37:20
CONT-B005EB7D,SESS-83DB87E4,Order Status,Technology,Partner API,fr,4,0,0,4.9,,585,0.6559,0.5564,2026-03-10T06:39:30
CONT-DDA92D66,SESS-66004457,Technical Troubleshooting,Technology,Mobile App,en,12,1,0,4.0,,1163,0.7607,0.8443,2026-03-07T04:58:45
CONT-6B5E29D1,SESS-598680F5,Product Support,Travel,Web,de,16,1,0,,,807,0.7108,0.7976,2026-03-22T09:35:57
CONT-4D2BE78B,SESS-3D78686D,Loyalty Program,Retail,Mobile App,en,3,1,0,,,79,0.3823,0.5676,2026-03-20T15:06:34
CONT-DD42E581,SESS-164F241A,Product Support,Financial Services,IVR,en,20,1,0,3.3,,820,0.439,0.6736,2026-03-08T00:50:04
CONT-B8011E5E,SESS-A28470C9,General Inquiry,Technology,Mobile App,en,14,1,0,,,381,0.9971,0.998,2026-03-30T22:13:04
CONT-2A50ECF9,SESS-19A530C2,Billing Inquiry,Healthcare,Web,en,15,0,0,2.7,,919,0.7403,0.4581,2026-03-19T03:58:21
CONT-B6C8ED99,SESS-340D055F,Subscription Management,Healthcare,IVR,es,9,1,0,2.6,,696,0.6255,0.7062,2026-03-11T06:54:51
CONT-4275C0C8,SESS-91F56431,Password Reset,Healthcare,Web,en,13,1,0,3.8,,280,0.5994,0.7678,2026-03-14T14:10:04
CONT-538DF23C,SESS-E9DB5976,Order Status,Travel,Web,fr,1,0,0,,,31,0.7905,0.5534,2026-03-19T15:14:09
CONT-F29E8B17,SESS-389F1C79,Returns & Refunds,Technology,IVR,de,18,0,0,2.7,,1100,0.2654,0.2682,2026-03-09T22:52:37
CONT-BB626213,SESS-E8D1CF28,Order Status,Technology,Mobile App,en,7,1,0,,,542,0.4493,0.6145,2026-03-19T01:41:27
CONT-DC456AF4,SESS-0203B3CA,Order Status,Retail,Web,en,11,1,0,2.5,,378,0.3621,0.5948,2026-03-25T18:03:00
CONT-A389601C,SESS-9F3EB151,Product Support,Retail,IVR,ja,13,0,1,,General-Service,1134,0.566,0.3962,2026-03-26T21:46:16
CONT-30F80ACD,SESS-AE08917F,Password Reset,Healthcare,Web,en,7,0,1,1.6,Tier1-Support,80,0.7955,0.4142,2026-03-17T22:06:10
CONT-7D606328,SESS-07A5D16B,Product Support,Financial Services,Kiosk,es,18,1,0,3.1,,1301,0.6379,0.7412,2026-03-31T13:02:31
CONT-8BD5C3BD,SESS-2493D180,Order Status,Healthcare,Kiosk,ja,12,1,0,,,561,0.6224,0.7357,2026-04-01T07:23:34
CONT-186AC813,SESS-4D222EFE,Returns & Refunds,Financial Services,IVR,en,5,0,1,,General-Service,177,0.8385,0.587,2026-04-04T05:13:46
CONT-22EBE141,SESS-A1DE693B,General Inquiry,Retail,IVR,en,15,0,1,,Tech-Escalation,980,1.0,0.7,2026-03-13T20:19:29
CONT-1915BE9B,SESS-F757F105,Subscription Management,Healthcare,Partner API,en,9,1,0,4.5,,433,0.5228,0.7791,2026-03-25T10:03:51
CONT-69CB28EB,SESS-7C1831A7,Password Reset,Healthcare,Partner API,en,19,1,0,2.1,,303,1.0,0.826,2026-03-12T22:54:58
CONT-A0EF0D64,SESS-DD8C2B06,Account Management,Travel,Kiosk,es,1,1,0,1.7,,182,0.4643,0.5877,2026-03-13T05:13:59
CONT-6FAB134A,SESS-14E65B8E,Product Support,Technology,Kiosk,en,7,0,1,2.3,Billing-Ops,495,0.3676,0.285,2026-03-23T10:46:52
CONT-6AB2F4C3,SESS-D1BA9179,Order Status,Retail,Web,de,18,0,1,1.0,Tech-Escalation,2358,0.7315,0.3526,2026-03-23T16:36:06
CONT-E103B1C2,SESS-C344393D,Subscription Management,Healthcare,Web,ja,2,1,0,,,391,0.7419,0.8193,2026-03-22T06:50:55
CONT-D07C8744,SESS-B14428E8,Technical Troubleshooting,Financial Services,Kiosk,en,18,0,1,,Tech-Escalation,919,0.2672,0.187,2026-03-28T03:41:09
CONT-C94A8369,SESS-9DDCCA69,Subscription Management,Financial Services,Mobile App,zh,6,1,0,,,387,0.7289,0.8102,2026-03-29T02:09:37
CONT-915F55FC,SESS-BBA09CAE,Subscription Management,Travel,Mobile App,en,7,1,0,,,353,0.6569,0.7598,2026-03-12T04:09:35
CONT-6DB8BD3F,SESS-A3590127,Password Reset,Retail,IVR,en,18,1,0,,,1623,0.322,0.5254,2026-03-09T00:59:39
CONT-0232E7B3,SESS-0A9288A1,Billing Inquiry,Retail,Partner API,en,17,1,0,4.9,,741,0.7514,0.8946,2026-03-12T05:52:00
CONT-1FB51FD3,SESS-27A5E9F0,Account Management,Travel,Web,en,14,1,0,1.7,,854,0.5349,0.616,2026-03-08T21:09:18
CONT-AA7B3F05,SESS-A3539357,Account Management,Retail,Web,en,11,0,1,,Billing-Ops,428,0.4373,0.3061,2026-03-17T15:29:20
CONT-D6E98A00,SESS-5361DBC7,Order Status,Technology,Web,de,20,1,0,,,1529,0.495,0.6465,2026-04-04T08:59:08
CONT-9C100BDA,SESS-4AE4BC83,Returns & Refunds,Travel,IVR,en,9,0,0,,,468,0.6031,0.4222,2026-03-13T01:04:37
CONT-FC487FCE,SESS-18B682FA,Password Reset,Healthcare,Web,ja,4,1,0,4.9,,136,0.5702,0.8221,2026-03-08T03:22:08
CONT-A747DFC3,SESS-06A05929,Subscription Management,Travel,IVR,en,11,1,0,,,662,0.5825,0.7078,2026-03-19T22:33:19
CONT-028535F7,SESS-88160123,Password Reset,Healthcare,IVR,es,8,1,0,,,142,0.6223,0.7356,2026-03-13T22:52:20
CONT-18365829,SESS-9D55AADF,Returns & Refunds,Retail,Kiosk,en,4,1,0,3.2,,84,1.0,0.892,2026-03-09T11:34:40
CONT-5A0F85D7,SESS-088F8225,Returns & Refunds,Financial Services,Kiosk,en,16,0,1,,Tech-Escalation,2417,0.8655,0.6058,2026-03-26T15:53:29
CONT-F8B71ACF,SESS-087D0844,Order Status,Travel,IVR,en,11,1,0,1.4,,937,0.7582,0.6873,2026-03-24T23:40:47
CONT-CC2A3CB8,SESS-64F8B869,Password Reset,Financial Services,Web,en,9,0,0,1.2,,749,0.7597,0.3759,2026-04-01T03:36:19
CONT-CF0D3C38,SESS-37F96B04,Technical Troubleshooting,Financial Services,IVR,en,10,1,0,4.5,,1249,0.7835,0.8834,2026-03-11T19:57:18
CONT-0CAFA653,SESS-0DCD72BF,Technical Troubleshooting,Healthcare,Partner API,en,17,1,0,,,1153,0.4843,0.639,2026-04-03T13:45:27
CONT-87426CF2,SESS-954D6794,General Inquiry,Travel,Partner API,en,7,1,0,,,320,0.7501,0.8251,2026-03-14T06:04:21
CONT-55651E82,SESS-9507FC7B,General Inquiry,Travel,Partner API,en,19,0,1,4.0,Tech-Escalation,621,0.5655,0.4662,2026-03-25T08:32:56
CONT-5C492939,SESS-82FD18D1,Product Support,Financial Services,Web,en,10,0,0,4.1,,799,0.778,0.5572,2026-03-08T05:31:02
CONT-717E0439,SESS-304A81B1,Technical Troubleshooting,Financial Services,Kiosk,es,19,1,0,3.5,,765,0.4406,0.6862,2026-03-07T20:07:02
CONT-AABF70C9,SESS-539D6A8B,Account Management,Travel,Mobile App,es,3,0,0,,,309,0.4398,0.3079,2026-03-13T22:39:08
CONT-52269E1B,SESS-0AC6E5DB,Order Status,Retail,Web,es,20,1,0,,,632,0.5051,0.6536,2026-03-18T05:40:47
CONT-B6FC1783,SESS-01A7BAA8,General Inquiry,Financial Services,Mobile App,en,7,1,0,2.5,,376,0.7942,0.7677,2026-04-02T14:09:20
