contact_id,session_id,topic_name,confidence_score,response_type,thumbs_up,thumbs_down,escalated_to_agent,business_unit,application_channel,handle_seconds_dur,derived_resolution_score,created_at
CONT-28C767DF,SESS-D8CDAE11,Subscription Management,0.6023,Self-Service,0,1,0,Financial Services,Mobile App,65,0.1174,2026-03-17T05:00:18
CONT-6BFD3951,SESS-29E7A174,Subscription Management,0.7079,Handoff,0,0,0,Technology,IVR,123,0.3878,2026-03-12T04:14:19
CONT-901B4BA8,SESS-C3A843ED,Billing Inquiry,0.3858,FAQ,0,0,0,Financial Services,IVR,123,0.2097,2026-03-10T02:39:43
CONT-A0E240E5,SESS-077B5929,Subscription Management,0.5555,Self-Service,0,1,0,Technology,Partner API,46,0.0559,2026-03-25T09:51:54
CONT-CFF51542,SESS-4F67653C,Loyalty Program,0.5543,Self-Service,0,0,0,Financial Services,Kiosk,270,0.2711,2026-03-25T20:42:45
CONT-52269E1B,SESS-E222D232,Billing Inquiry,0.6302,Escalation,0,0,0,Financial Services,Mobile App,69,0.3316,2026-03-27T01:00:39
CONT-4556C428,SESS-6B55BA31,General Inquiry,0.8252,Guided Flow,0,0,0,Technology,Kiosk,52,0.4094,2026-03-26T09:05:24
CONT-477C13C3,SESS-DB04BB97,Password Reset,0.5637,FAQ,0,0,0,Technology,Kiosk,156,0.3265,2026-03-31T13:52:36
CONT-5473931F,SESS-D83CEA41,Product Support,0.5926,Escalation,0,0,0,Technology,Kiosk,61,0.3185,2026-03-27T16:50:06
CONT-2795B856,SESS-0AEBF3B8,Password Reset,0.7558,FAQ,0,0,0,Technology,Mobile App,200,0.3979,2026-03-30T20:11:46
CONT-5D729219,SESS-515EDEB8,Subscription Management,0.6924,Self-Service,0,0,0,Technology,Kiosk,46,0.3799,2026-03-21T09:33:24
CONT-6929AFD3,SESS-C06590DE,Product Support,0.6617,Handoff,0,0,0,Technology,IVR,44,0.3323,2026-04-02T18:01:58
CONT-0CE72097,SESS-F39D63DB,Billing Inquiry,0.5482,Escalation,0,0,0,Technology,Mobile App,106,0.2636,2026-03-30T01:43:02
CONT-9C100BDA,SESS-CECCB41F,Technical Troubleshooting,0.5457,Free Text,0,0,0,Retail,Mobile App,39,0.2543,2026-03-21T05:00:33
CONT-A7661A74,SESS-4F701A61,Account Management,0.6322,Escalation,1,0,0,Healthcare,Kiosk,40,0.6498,2026-03-29T14:19:23
CONT-86AF27F5,SESS-41449A6F,Password Reset,0.5854,Handoff,0,0,0,Technology,Mobile App,112,0.3096,2026-03-21T18:33:15
CONT-814A2044,SESS-CA022121,Billing Inquiry,0.407,Handoff,0,0,0,Financial Services,Partner API,30,0.1581,2026-03-07T10:07:21
CONT-A747DFC3,SESS-8B36C216,Password Reset,0.8428,Guided Flow,0,0,0,Travel,IVR,222,0.4191,2026-03-09T18:35:16
CONT-95FDF140,SESS-4A25836F,Product Support,0.7304,FAQ,0,0,0,Retail,IVR,67,0.3656,2026-03-27T23:51:03
CONT-B047506C,SESS-0EEBAF9C,Subscription Management,0.5811,Escalation,0,0,0,Retail,Kiosk,65,0.2943,2026-03-20T20:59:29
CONT-75115614,SESS-BA1BE1BD,Order Status,0.7886,Escalation,0,0,0,Healthcare,IVR,52,0.4335,2026-04-04T18:13:35
CONT-18C2D91E,SESS-D8B66E6F,Returns & Refunds,0.5619,Escalation,0,0,0,Travel,Partner API,47,0.3031,2026-03-24T22:25:38
CONT-5803FC03,SESS-A9600757,Subscription Management,0.7137,Guided Flow,0,0,0,Technology,Partner API,175,0.4052,2026-03-11T17:42:29
CONT-9AF27106,SESS-48EE2699,General Inquiry,0.5619,FAQ,0,0,0,Travel,Partner API,433,0.2591,2026-03-25T02:17:30
CONT-8AAF18A7,SESS-AF9EB02B,Billing Inquiry,0.6316,Guided Flow,0,0,0,Retail,Partner API,86,0.3119,2026-03-15T11:20:04
CONT-D2C2221A,SESS-916C7EEA,Account Management,0.9722,Escalation,0,0,0,Retail,Kiosk,42,0.4607,2026-03-25T18:42:25
CONT-417EF088,SESS-08E89C7E,Subscription Management,0.4701,Self-Service,0,0,1,Technology,IVR,96,0.076,2026-03-21T07:46:14
CONT-101B610B,SESS-CFDEABA2,Account Management,0.6536,Self-Service,0,0,1,Travel,Kiosk,118,0.1378,2026-03-22T09:38:17
CONT-EE58A101,SESS-D08A7BE0,Technical Troubleshooting,0.6067,FAQ,0,0,0,Retail,Partner API,75,0.3376,2026-03-21T12:18:59
CONT-B5C3BAFF,SESS-9D4E6D11,Account Management,0.5445,Guided Flow,0,0,0,Retail,Mobile App,77,0.3055,2026-03-17T21:12:24
CONT-D5CC7EBC,SESS-5C4758C1,Order Status,0.8852,FAQ,0,0,0,Healthcare,Web,98,0.414,2026-04-04T23:47:38
CONT-665AF3BE,SESS-A6E63E9F,Technical Troubleshooting,0.6741,FAQ,0,0,0,Travel,Web,62,0.3771,2026-03-07T07:47:28
CONT-82EB25A0,SESS-9ED9E780,Returns & Refunds,0.5444,Guided Flow,0,0,0,Travel,Partner API,85,0.2537,2026-03-30T13:47:22
CONT-BAF57798,SESS-AA532D0B,General Inquiry,0.667,Self-Service,0,1,0,Travel,Mobile App,131,0.0844,2026-04-05T07:01:57
CONT-D5F7EC48,SESS-B7CCA93D,Account Management,0.468,Handoff,0,0,0,Technology,IVR,83,0.2083,2026-03-22T08:03:47
CONT-8B07D498,SESS-C628101C,Billing Inquiry,0.6473,Escalation,0,0,0,Technology,IVR,173,0.2941,2026-03-23T02:32:23
CONT-E88209C4,SESS-F501002D,Password Reset,0.8547,Self-Service,0,0,0,Financial Services,IVR,39,0.4533,2026-03-15T06:30:04
CONT-A17D4BF7,SESS-DFB928D0,Billing Inquiry,0.6573,Escalation,0,0,0,Travel,Web,47,0.2814,2026-03-12T01:55:04
CONT-4F38987C,SESS-97FA286A,Order Status,0.6524,Self-Service,0,0,1,Travel,Partner API,174,0.213,2026-03-26T22:06:23
CONT-CFDC4AEB,SESS-B2E30303,Billing Inquiry,0.8056,Guided Flow,0,0,0,Travel,Partner API,137,0.4397,2026-03-16T01:22:25
CONT-376F03F7,SESS-7001327B,Order Status,0.8972,Self-Service,0,0,1,Retail,Kiosk,119,0.3265,2026-03-24T12:34:23
CONT-FE065C20,SESS-61AE9466,General Inquiry,0.4943,Free Text,0,0,1,Travel,Mobile App,242,0.1039,2026-03-18T07:47:57
CONT-BF6222E6,SESS-A2CB9CC2,Subscription Management,0.387,FAQ,0,0,0,Retail,Partner API,30,0.2403,2026-03-27T03:11:59
CONT-E5738872,SESS-A8652628,Account Management,0.6138,Free Text,0,0,0,Financial Services,Mobile App,37,0.2698,2026-04-03T11:06:44
CONT-8CB4E55B,SESS-659D5CB2,General Inquiry,0.4725,Handoff,0,0,0,Financial Services,Web,116,0.21,2026-03-31T22:58:56
CONT-7962A784,SESS-AFDFFEAA,Technical Troubleshooting,0.742,Handoff,0,0,0,Technology,IVR,74,0.3549,2026-03-16T09:17:38
CONT-CD452B70,SESS-DEBA4F2E,Returns & Refunds,0.3584,Self-Service,0,0,0,Healthcare,Kiosk,4,0.226,2026-03-16T23:18:49
CONT-532AC21D,SESS-D21CA490,Returns & Refunds,0.5197,Handoff,0,0,0,Travel,Mobile App,150,0.2654,2026-03-17T14:54:09
CONT-22CECDCE,SESS-624D6E14,Password Reset,0.5942,Handoff,0,0,0,Financial Services,IVR,225,0.2864,2026-03-24T12:49:13
CONT-05A5839C,SESS-EA4979D0,Loyalty Program,0.6876,FAQ,0,0,0,Retail,Web,208,0.3078,2026-03-16T16:58:10
CONT-9AF2DD9A,SESS-4557122D,Product Support,0.5015,Guided Flow,0,0,0,Financial Services,Partner API,772,0.243,2026-04-03T11:02:01
CONT-0E49037C,SESS-EB580EA7,Returns & Refunds,1.0,Self-Service,0,0,0,Financial Services,IVR,203,0.4867,2026-03-30T08:06:15
CONT-9C40CA66,SESS-C1ABF3C0,Order Status,0.6252,Free Text,0,0,0,Retail,Web,349,0.3132,2026-03-13T00:04:49
CONT-3A6DBD82,SESS-A89D0EA0,Returns & Refunds,1.0,Escalation,0,0,0,Healthcare,IVR,41,0.454,2026-03-10T09:21:22
CONT-1069F762,SESS-58307570,Order Status,0.6412,FAQ,0,0,0,Technology,Web,72,0.3332,2026-03-31T17:23:49
CONT-AF95819D,SESS-18AC84CC,Loyalty Program,0.7454,Self-Service,0,0,0,Healthcare,Mobile App,49,0.3686,2026-04-01T08:33:04
CONT-9B151C1D,SESS-9DD79879,Technical Troubleshooting,0.9235,Escalation,0,0,0,Travel,Mobile App,114,0.4816,2026-03-12T07:57:43
CONT-C82697A6,SESS-44206DD9,Billing Inquiry,0.7119,FAQ,0,1,0,Financial Services,Kiosk,33,0.1474,2026-03-20T21:36:17
CONT-2E670688,SESS-835CC3BF,Product Support,0.3529,Handoff,0,0,1,Retail,Kiosk,99,0.0,2026-03-09T20:09:33
CONT-0C36B5C6,SESS-5BEDA639,Loyalty Program,0.9292,Guided Flow,1,0,0,Healthcare,Mobile App,112,0.7475,2026-03-08T02:11:17
CONT-CFC78E16,SESS-DB609D9C,General Inquiry,0.731,FAQ,0,0,0,Technology,Web,74,0.4109,2026-03-16T09:37:02
CONT-FB10B23F,SESS-CD93807B,Billing Inquiry,0.4193,Guided Flow,0,0,0,Technology,Web,290,0.1633,2026-04-01T21:57:30
CONT-BBD43A49,SESS-45C2B3A1,Password Reset,1.0,Handoff,0,0,0,Financial Services,Partner API,42,0.4934,2026-04-05T00:45:26
CONT-5AF24E05,SESS-C10BC900,Product Support,0.461,Handoff,1,0,0,Technology,Kiosk,18,0.5137,2026-03-27T03:36:20
CONT-A3165379,SESS-EA8D195B,Subscription Management,0.7811,Handoff,0,0,0,Financial Services,Kiosk,56,0.37,2026-03-17T22:38:07
CONT-2F947331,SESS-16450D6A,Technical Troubleshooting,0.7524,Self-Service,0,0,0,Travel,Web,310,0.3531,2026-03-08T23:54:36
CONT-BFB33F98,SESS-BE63102B,Subscription Management,0.6184,Self-Service,0,0,0,Retail,Web,14,0.2725,2026-03-27T22:35:02
CONT-33735FBA,SESS-EE139020,Password Reset,0.5204,FAQ,0,0,0,Technology,Kiosk,82,0.2759,2026-03-19T22:20:08
CONT-B32AFB0E,SESS-1B0E4F2B,Order Status,0.7535,Self-Service,0,0,0,Financial Services,Partner API,33,0.3463,2026-03-21T20:22:39
CONT-72513241,SESS-D658299F,Subscription Management,0.6245,Escalation,0,0,0,Technology,Partner API,35,0.3408,2026-03-11T06:03:48
CONT-9583AC5A,SESS-9F998FAD,Account Management,0.5438,Free Text,0,0,0,Financial Services,Web,93,0.2604,2026-03-08T10:34:14
CONT-11B8571A,SESS-60F37AF6,Subscription Management,0.0438,Guided Flow,0,0,0,Healthcare,Kiosk,16,0.0518,2026-03-13T10:48:08
CONT-D85C5242,SESS-A56F51C1,Technical Troubleshooting,0.8862,Self-Service,1,0,0,Travel,Kiosk,180,0.7806,2026-04-04T12:44:47
CONT-9016C650,SESS-B9F71D5E,Technical Troubleshooting,0.9647,Self-Service,0,0,0,Retail,Partner API,278,0.5219,2026-03-25T10:52:01
CONT-8593E0F7,SESS-685EC349,Billing Inquiry,0.7056,Handoff,0,0,0,Financial Services,Mobile App,69,0.349,2026-03-15T05:14:44
CONT-7E6D74F0,SESS-B8BA4934,General Inquiry,0.4938,FAQ,0,0,1,Retail,Mobile App,119,0.1427,2026-03-08T04:44:54
CONT-456452E6,SESS-A1D38FB5,Account Management,0.7861,Handoff,0,0,0,Technology,Partner API,39,0.3603,2026-03-20T21:10:07
CONT-619F94A4,SESS-72A7789A,General Inquiry,1.0,Escalation,0,0,0,Travel,IVR,38,0.4699,2026-04-04T20:22:11
CONT-A0144804,SESS-0324EB1F,Returns & Refunds,0.8107,Free Text,0,0,0,Financial Services,Partner API,64,0.4008,2026-03-08T21:46:01
CONT-D9EEACF9,SESS-3934C6EA,Returns & Refunds,0.732,Self-Service,0,1,1,Technology,Kiosk,324,0.0146,2026-03-09T06:56:36
CONT-2B6461C3,SESS-5B79E55E,Technical Troubleshooting,0.7187,Free Text,0,0,1,Technology,Partner API,116,0.2547,2026-04-02T06:53:25
CONT-D5979D31,SESS-B1124BEF,Technical Troubleshooting,0.6679,Self-Service,0,0,0,Retail,Kiosk,90,0.3054,2026-03-21T02:56:30
CONT-CBC77956,SESS-1620F566,General Inquiry,0.9877,Handoff,0,0,0,Retail,Web,94,0.5161,2026-03-24T02:54:01
CONT-4564D6AF,SESS-2DB558FD,Order Status,0.5992,Escalation,1,0,0,Healthcare,Kiosk,45,0.5648,2026-04-02T04:56:39
CONT-7EB5AA38,SESS-2A5A8F0E,Technical Troubleshooting,0.3316,FAQ,0,0,1,Healthcare,Kiosk,461,0.0634,2026-03-23T18:15:58
CONT-B0216D15,SESS-0A252FE3,Subscription Management,0.3838,Escalation,0,0,0,Healthcare,Partner API,142,0.1497,2026-03-19T17:28:12
CONT-99DA3C41,SESS-494C369F,Subscription Management,0.358,Free Text,0,0,1,Healthcare,Partner API,30,0.0619,2026-03-22T02:30:30
CONT-88432A2F,SESS-D8E68EB8,Product Support,0.838,Free Text,0,0,0,Healthcare,Web,74,0.4143,2026-04-01T01:34:30
CONT-22F34A49,SESS-A734AFE7,Loyalty Program,0.6638,Escalation,0,0,0,Retail,Mobile App,85,0.2934,2026-03-20T19:45:07
CONT-8FA07278,SESS-4D049A04,Product Support,0.4947,Guided Flow,0,0,1,Financial Services,Web,142,0.1189,2026-03-09T03:57:17
CONT-804067AD,SESS-CA7CF60C,Subscription Management,0.5801,Handoff,0,0,1,Travel,Web,2777,0.1106,2026-03-08T18:02:07
CONT-FB0ED63B,SESS-0EC9836F,Subscription Management,0.217,Guided Flow,0,0,0,Technology,IVR,67,0.0922,2026-03-29T09:00:50
CONT-0B461551,SESS-6B285AE0,Technical Troubleshooting,0.4963,FAQ,0,0,0,Financial Services,Mobile App,201,0.2598,2026-03-31T16:35:02
CONT-30F4242A,SESS-0D01E25F,Product Support,0.7113,FAQ,0,0,0,Healthcare,Mobile App,577,0.3997,2026-03-10T09:50:47
CONT-1B34B61F,SESS-9EDE5C87,Billing Inquiry,0.5868,Escalation,0,1,0,Financial Services,Mobile App,13,0.0685,2026-03-27T02:54:42
CONT-D21C8A9F,SESS-078F9B78,Account Management,0.9841,Guided Flow,0,0,0,Retail,Kiosk,36,0.4844,2026-03-16T22:02:22
CONT-C77B1809,SESS-413B05B4,Returns & Refunds,0.6343,Self-Service,0,0,0,Retail,Kiosk,174,0.3237,2026-03-24T10:39:40
CONT-775005A3,SESS-575D1EB8,Order Status,0.8069,Escalation,1,0,1,Technology,IVR,121,0.5397,2026-03-12T23:43:30
CONT-0954A0DD,SESS-1148FB3C,Billing Inquiry,0.4467,FAQ,0,0,0,Travel,Web,137,0.2495,2026-03-25T02:46:28
CONT-532AC21D,SESS-CB034911,Returns & Refunds,0.569,Free Text,0,0,0,Technology,Kiosk,41,0.3231,2026-04-02T06:31:58
CONT-A7661A74,SESS-8A9C991E,Password Reset,0.7745,Guided Flow,0,0,0,Travel,Kiosk,17,0.3381,2026-03-09T02:54:35
CONT-6707D46A,SESS-E67F5D7D,Loyalty Program,0.8201,Escalation,1,0,0,Travel,Kiosk,647,0.6717,2026-03-13T02:49:54
CONT-A564DA43,SESS-01806AF3,Order Status,0.517,Self-Service,0,0,0,Retail,Web,49,0.3014,2026-03-23T17:45:23
CONT-BAF57798,SESS-8F3B66A9,Subscription Management,0.3726,Free Text,1,0,0,Retail,Partner API,126,0.4792,2026-03-21T05:46:07
CONT-33735FBA,SESS-1262ECCB,Subscription Management,0.8649,Guided Flow,1,0,0,Technology,Kiosk,76,0.7401,2026-04-03T03:03:06
CONT-CF0D3C38,SESS-1C18400E,Returns & Refunds,0.695,Guided Flow,0,0,0,Technology,Web,20,0.2994,2026-03-11T21:25:34
CONT-74131F07,SESS-5022036D,Password Reset,0.7994,Handoff,0,0,0,Healthcare,Partner API,92,0.3861,2026-04-03T04:08:47
CONT-0CE72097,SESS-D5232237,Loyalty Program,0.8,Self-Service,0,0,0,Technology,IVR,139,0.3594,2026-04-04T22:53:35
CONT-3BECC61D,SESS-1F335823,Technical Troubleshooting,0.9135,Escalation,0,0,1,Healthcare,Kiosk,67,0.2989,2026-03-14T03:22:25
CONT-066E5ADB,SESS-F138D424,Password Reset,0.5622,Free Text,0,0,0,Retail,Web,161,0.2787,2026-03-13T02:14:38
CONT-5B640BCE,SESS-96A1710B,Order Status,0.6726,Guided Flow,0,0,1,Healthcare,Partner API,98,0.15,2026-03-23T22:37:55
CONT-87426CF2,SESS-D0A54E37,Password Reset,0.7414,Self-Service,0,0,0,Retail,Partner API,46,0.3517,2026-04-01T11:51:28
CONT-538DF23C,SESS-5A9FC01B,General Inquiry,0.3543,Guided Flow,0,0,0,Technology,Mobile App,32,0.2087,2026-03-27T14:27:02
CONT-828476FE,SESS-B5FFCE85,Product Support,0.6961,Handoff,0,1,0,Technology,Mobile App,103,0.1849,2026-03-13T13:31:48
CONT-0E28D150,SESS-63E30E4C,General Inquiry,0.6582,Self-Service,0,0,0,Retail,IVR,44,0.3469,2026-04-03T18:36:28
CONT-3E2DA36A,SESS-17B631A4,Loyalty Program,0.8437,Handoff,0,0,0,Healthcare,IVR,86,0.4259,2026-04-02T18:02:59
CONT-18744FC5,SESS-543B5ECC,Order Status,0.4981,Handoff,0,0,1,Technology,Kiosk,634,0.1325,2026-03-17T05:52:24
CONT-FB06D31B,SESS-9A807AA9,General Inquiry,0.6437,Free Text,0,0,0,Healthcare,Kiosk,93,0.3473,2026-03-12T14:39:44
CONT-2CDBB31C,SESS-AD667B64,Product Support,0.5966,Guided Flow,0,0,0,Technology,IVR,38,0.3078,2026-03-24T08:22:10
CONT-4D253B25,SESS-2AACE30C,Loyalty Program,0.605,FAQ,0,0,0,Technology,IVR,145,0.3073,2026-03-13T21:10:01
CONT-5B888BE5,SESS-4B3EE25E,Returns & Refunds,0.3675,Free Text,0,0,0,Financial Services,Web,115,0.1355,2026-03-30T19:06:29
CONT-4EE38568,SESS-A24F27F8,Account Management,0.571,Handoff,0,0,0,Healthcare,Web,53,0.2848,2026-03-20T13:29:41
CONT-6C347E2E,SESS-273541C5,Loyalty Program,0.5922,Guided Flow,0,0,0,Financial Services,IVR,9,0.2934,2026-04-04T09:29:46
CONT-52ADD17C,SESS-6917EA57,Returns & Refunds,0.5424,FAQ,0,0,0,Travel,IVR,46,0.2805,2026-03-28T09:47:05
CONT-AABF70C9,SESS-443D7844,Password Reset,1.0,Handoff,0,0,1,Financial Services,IVR,177,0.3244,2026-03-30T23:38:17
CONT-D007829E,SESS-239ECF03,Billing Inquiry,0.6266,FAQ,0,0,0,Retail,IVR,89,0.2778,2026-03-22T01:13:26
CONT-8FF1DD07,SESS-AC8F1D1F,Subscription Management,0.678,Guided Flow,0,0,0,Financial Services,Kiosk,35,0.3316,2026-03-23T14:25:18
CONT-CFF51542,SESS-CD771D8A,General Inquiry,0.8552,Escalation,0,0,0,Travel,Web,78,0.4277,2026-03-31T13:35:49
CONT-FE0E0036,SESS-008991A7,Technical Troubleshooting,0.6393,Self-Service,0,0,0,Financial Services,Kiosk,127,0.3054,2026-03-13T04:52:38
CONT-B7C5691F,SESS-80A96103,Password Reset,0.4887,Free Text,0,0,0,Technology,IVR,155,0.2311,2026-03-31T20:19:42
CONT-D5F7EC48,SESS-33D22FAF,Billing Inquiry,0.4791,Self-Service,0,0,1,Travel,Web,280,0.1282,2026-03-23T04:55:52
CONT-9373CFA7,SESS-DCA092DE,Loyalty Program,0.6775,Free Text,0,0,0,Financial Services,Web,80,0.3613,2026-04-05T18:47:29
CONT-440DE818,SESS-25F520A9,Account Management,0.5447,Handoff,0,0,0,Retail,IVR,45,0.2556,2026-03-26T21:00:03
CONT-303237FC,SESS-486811DC,Loyalty Program,0.8142,Escalation,0,0,0,Healthcare,Mobile App,123,0.4407,2026-03-17T21:25:24
CONT-80E6448A,SESS-657FBA44,Returns & Refunds,0.5417,Guided Flow,0,0,0,Financial Services,IVR,49,0.244,2026-03-28T16:01:49
CONT-484AEC82,SESS-323DD162,Password Reset,0.8334,Free Text,0,0,0,Travel,Kiosk,101,0.4142,2026-03-27T17:30:00
CONT-3689B567,SESS-123CD835,Order Status,0.725,Free Text,0,0,0,Technology,Kiosk,17,0.4003,2026-03-16T11:03:39
CONT-B2674BD3,SESS-114D43A1,Loyalty Program,0.6278,FAQ,0,0,1,Travel,Partner API,182,0.2138,2026-03-18T12:35:21
CONT-C40B0EDA,SESS-2F1749A3,Loyalty Program,0.6611,Escalation,0,0,0,Travel,Mobile App,76,0.34,2026-03-29T13:13:53
CONT-ADAE8224,SESS-8D806D84,Loyalty Program,0.3815,Escalation,0,0,0,Financial Services,Web,83,0.2157,2026-04-01T11:14:42
CONT-EEAAB505,SESS-69C93CA5,Returns & Refunds,0.5994,Guided Flow,0,0,0,Travel,Mobile App,43,0.2825,2026-03-26T07:30:42
CONT-443C362F,SESS-FB202FDC,Password Reset,0.4991,Free Text,0,0,0,Financial Services,Kiosk,422,0.2701,2026-03-07T02:57:17
CONT-CBDEA68B,SESS-7F524644,Product Support,0.8698,Handoff,0,0,0,Technology,IVR,105,0.452,2026-03-22T00:51:04
CONT-C3E7A3E6,SESS-22647223,Technical Troubleshooting,0.6988,Self-Service,0,0,0,Travel,IVR,25,0.3132,2026-03-13T20:50:55
CONT-827F07C7,SESS-12DD2A9F,Product Support,0.6728,Self-Service,0,0,0,Financial Services,IVR,51,0.365,2026-03-13T08:58:28
CONT-0DFEDBB1,SESS-A1A7A08A,Order Status,0.7131,Guided Flow,0,0,0,Retail,Mobile App,144,0.3571,2026-03-27T23:12:07
CONT-9DDB27E6,SESS-0226C8FE,Billing Inquiry,0.7976,Free Text,1,0,0,Financial Services,Web,46,0.6736,2026-03-10T01:06:22
CONT-FCE6F04A,SESS-8B438311,Subscription Management,0.7593,Escalation,0,0,0,Financial Services,Kiosk,130,0.3579,2026-04-01T03:49:17
CONT-0E4A0BD0,SESS-2A6AC073,Billing Inquiry,0.5881,FAQ,0,0,0,Financial Services,Mobile App,25,0.2449,2026-03-21T12:10:07
CONT-7962A784,SESS-E2DEEA7E,Technical Troubleshooting,0.9728,Handoff,0,0,0,Healthcare,Partner API,46,0.4389,2026-04-01T19:31:10
CONT-665AF3BE,SESS-14E5B905,Returns & Refunds,0.3746,Guided Flow,0,0,0,Travel,Web,27,0.1416,2026-03-09T23:19:14
CONT-B8B203E0,SESS-A2692602,Loyalty Program,0.7919,FAQ,0,0,0,Travel,Web,150,0.4271,2026-03-07T11:49:18
CONT-3CCFCBC5,SESS-36CE45A2,Product Support,0.5015,Guided Flow,0,0,0,Travel,Mobile App,42,0.2575,2026-03-31T20:10:12
CONT-6E2F5BE0,SESS-C8599502,Billing Inquiry,0.2586,Free Text,0,0,0,Technology,Web,154,0.1231,2026-03-28T01:56:48
CONT-481144A9,SESS-1A0E83E0,Order Status,0.4172,Self-Service,0,0,0,Healthcare,IVR,59,0.1641,2026-03-14T11:33:47
CONT-24E4388E,SESS-F09B3E37,Account Management,0.6962,Handoff,1,0,0,Technology,Partner API,35,0.6592,2026-03-18T07:58:09
CONT-C9CEE780,SESS-7673CAA5,General Inquiry,0.8012,Free Text,0,0,0,Healthcare,Kiosk,106,0.4143,2026-03-30T21:46:07
CONT-B14B1BA5,SESS-F7B51339,Product Support,0.7767,FAQ,0,0,0,Healthcare,Partner API,67,0.3432,2026-03-19T21:46:14
CONT-1823CC62,SESS-857B2DD2,Subscription Management,0.5714,Free Text,0,1,0,Financial Services,Web,33,0.1037,2026-03-29T21:33:53
CONT-7D614E2D,SESS-EA5D20F1,Loyalty Program,0.645,Free Text,0,0,0,Retail,Mobile App,43,0.312,2026-03-17T21:26:02
CONT-87D18EF9,SESS-717FA3C9,Order Status,0.4555,Free Text,0,0,1,Travel,Partner API,74,0.0708,2026-03-20T01:47:16
CONT-36204379,SESS-2C8C1935,General Inquiry,0.607,Handoff,0,0,0,Technology,Partner API,311,0.2673,2026-03-26T11:50:41
CONT-DC19B87F,SESS-B155C1AA,Product Support,0.7734,Free Text,0,0,0,Technology,Kiosk,14,0.4221,2026-03-07T14:59:21
CONT-81C99817,SESS-131CAD77,Account Management,0.7732,Escalation,0,0,0,Travel,Mobile App,172,0.4303,2026-03-23T01:21:02
CONT-B5A4C3BF,SESS-2D405EED,Technical Troubleshooting,0.6319,FAQ,0,0,0,Travel,IVR,65,0.3557,2026-03-22T16:59:47
CONT-2520C83F,SESS-DD6BE979,Product Support,0.5809,Self-Service,0,0,0,Travel,Mobile App,58,0.2482,2026-03-27T07:04:16
CONT-02AC9B26,SESS-5111AA48,Returns & Refunds,0.2643,Handoff,0,0,1,Healthcare,Mobile App,267,0.0,2026-03-15T08:36:46
CONT-788046D8,SESS-83800134,Loyalty Program,0.5967,Self-Service,0,0,0,Technology,Mobile App,62,0.2681,2026-03-29T17:39:40
CONT-9488DCDD,SESS-A09E87E3,Subscription Management,0.451,Handoff,0,0,0,Financial Services,Web,206,0.2068,2026-04-04T14:50:56
CONT-B2D493D8,SESS-4AB27E68,General Inquiry,0.362,Free Text,0,0,0,Travel,Web,112,0.1446,2026-03-20T22:58:03
CONT-85583E08,SESS-D58CB88A,Password Reset,0.5019,Self-Service,0,0,0,Healthcare,IVR,69,0.2268,2026-03-25T09:49:39
CONT-E137C066,SESS-BF86EBAB,Loyalty Program,0.9089,Escalation,0,0,0,Travel,Mobile App,37,0.4613,2026-03-26T00:43:06
CONT-F79D9A69,SESS-701D7C66,Technical Troubleshooting,0.9342,Handoff,0,0,0,Travel,Kiosk,58,0.4681,2026-04-02T10:18:56
CONT-CC041D6C,SESS-ED810000,Technical Troubleshooting,0.5591,Self-Service,0,0,0,Retail,Mobile App,48,0.2752,2026-04-01T10:05:14
CONT-4EBDDDD9,SESS-CF314827,Order Status,0.526,Free Text,0,1,0,Retail,Web,115,0.0961,2026-03-18T11:32:37
CONT-003E995F,SESS-6207DBDA,Product Support,0.7336,FAQ,0,0,0,Healthcare,IVR,51,0.3797,2026-03-23T00:26:55
CONT-3E75E0F5,SESS-156A715F,Technical Troubleshooting,0.6446,Guided Flow,0,0,0,Travel,Partner API,41,0.3533,2026-03-23T03:17:28
CONT-1119F427,SESS-7DB613B1,General Inquiry,0.7203,Escalation,0,0,0,Financial Services,Kiosk,88,0.3148,2026-03-22T08:59:33
CONT-1FE07571,SESS-0A70255E,Order Status,0.7524,Self-Service,1,0,0,Technology,Web,96,0.6815,2026-03-11T11:43:50
CONT-BA56BD4B,SESS-F1E49BB7,Order Status,0.6196,Self-Service,0,0,1,Healthcare,Kiosk,171,0.1118,2026-04-02T16:26:07
CONT-67DA0EAB,SESS-BD793280,Returns & Refunds,0.6895,Handoff,0,0,1,Financial Services,Kiosk,382,0.1883,2026-03-24T14:43:02
CONT-3B0B2C2E,SESS-5F5B46EC,Billing Inquiry,0.9308,FAQ,0,0,0,Financial Services,Web,141,0.4745,2026-03-15T00:31:35
CONT-01EEF144,SESS-1B090030,Product Support,0.7256,Handoff,0,0,0,Healthcare,Kiosk,8,0.3145,2026-03-25T03:03:15
CONT-46A93115,SESS-B3FEB97F,Technical Troubleshooting,0.9004,Guided Flow,0,0,0,Technology,Mobile App,20,0.4834,2026-03-25T17:32:51
CONT-B8011E5E,SESS-334B78EF,Loyalty Program,0.4636,Self-Service,0,0,0,Travel,Kiosk,11,0.2033,2026-03-31T06:04:20
CONT-0FFC8D4D,SESS-B5B3B52D,Loyalty Program,0.2984,Handoff,0,1,0,Financial Services,Web,71,0.0,2026-03-09T00:08:45
CONT-B9BE8D2A,SESS-78E905F2,Loyalty Program,0.5104,Handoff,0,0,0,Retail,Partner API,59,0.2702,2026-03-30T09:13:29
